dag_label,algorithm,hardware_size,logical_qubits,dag_seed,ff_chain_depth_raw,ff_chain_depth_shifted,policy,release_mode,issue_width,l_meas,l_ff,meas_width,ff_width,total_nodes,total_cycles,throughput,stall_cycles,stall_rate,utilization
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,1,3,,4,354,196,1.806122,67,0.341837,0.451531
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,1,3,,8,354,196,1.806122,67,0.341837,0.451531
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,1,3,,1,354,361,0.980609,54,0.149584,0.245152
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,1,3,,2,354,209,1.69378,36,0.172249,0.423445
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,1,3,,4,354,191,1.853403,71,0.371728,0.463351
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,1,3,,8,354,191,1.853403,71,0.371728,0.463351
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,2,1,,1,354,358,0.988827,66,0.184358,0.247207
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,2,1,,2,354,191,1.853403,18,0.094241,0.463351
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,2,1,,4,354,159,2.226415,34,0.213836,0.556604
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,2,1,,8,354,159,2.226415,34,0.213836,0.556604
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,2,1,,1,354,358,0.988827,52,0.145251,0.247207
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,2,1,,2,354,189,1.873016,19,0.100529,0.468254
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,2,1,,4,354,153,2.313725,36,0.235294,0.578431
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,2,1,,8,354,153,2.313725,36,0.235294,0.578431
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,2,2,,1,354,361,0.980609,68,0.188366,0.245152
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,2,2,,2,354,212,1.669811,34,0.160377,0.417453
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,2,2,,4,354,196,1.806122,67,0.341837,0.451531
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,2,2,,8,354,196,1.806122,67,0.341837,0.451531
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,2,2,,1,354,361,0.980609,54,0.149584,0.245152
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,2,2,,2,354,209,1.69378,36,0.172249,0.423445
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,2,2,,4,354,191,1.853403,71,0.371728,0.463351
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,2,2,,8,354,191,1.853403,71,0.371728,0.463351
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,2,3,,1,354,367,0.964578,74,0.201635,0.241144
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,2,3,,2,354,242,1.46281,65,0.268595,0.365702
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,2,3,,4,354,234,1.512821,105,0.448718,0.378205
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,4,2,3,,8,354,234,1.512821,105,0.448718,0.378205
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,2,3,,1,354,366,0.967213,59,0.161202,0.241803
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,2,3,,2,354,242,1.46281,61,0.252066,0.365702
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,2,3,,4,354,229,1.545852,109,0.475983,0.386463
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,4,2,3,,8,354,229,1.545852,109,0.475983,0.386463
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,1,1,,1,354,356,0.994382,65,0.182584,0.124298
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,1,1,,2,354,184,1.923913,19,0.103261,0.240489
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,1,1,,4,354,123,2.878049,12,0.097561,0.359756
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,1,1,,8,354,116,3.051724,34,0.293103,0.381466
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,1,1,,1,354,356,0.994382,51,0.143258,0.124298
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,1,1,,2,354,181,1.955801,14,0.077348,0.244475
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,1,1,,4,354,118,3.0,17,0.144068,0.375
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,1,1,,8,354,114,3.105263,40,0.350877,0.388158
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,1,2,,1,354,358,0.988827,67,0.187151,0.123603
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,1,2,,2,354,191,1.853403,19,0.099476,0.231675
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,1,2,,4,354,159,2.226415,43,0.27044,0.278302
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,asap,next_cycle,8,1,2,,8,354,154,2.298701,72,0.467532,0.287338
QAOA_H4_Q16_s0,QAOA,4,16,0,37,2,greedy_critical,next_cycle,8,1,2,,1,354,358,0.988827,53,0.148045,0.123603
