algorithm,policy,raw_stall_bucket,raw_saturation_bucket,latency_profile,width_profile,pair_count,throughput_gain_pct_median,gain_positive_count,gain_positive_rate,gain_ge_5_count,gain_ge_5_rate,gain_ge_20_count,gain_ge_20_rate,predicted_gain_band
QFT,regime_switch,stall_low,underutilized,l1_l1,W8_M8_F4,5,2.191598,5,1.0,0,0.0,0,0.0,weak
QFT,regime_switch,stall_low,underutilized,l2_l2,W8_M8_F4,1,6.741565,1,1.0,1,1.0,0,0.0,moderate
QFT,regime_switch,stall_low,underutilized,mixed,W8_M8_F4,10,4.157538,10,1.0,0,0.0,0,0.0,weak
QFT,regime_switch,stall_medium,near_saturation,l1_l1,W8_M8_F8,5,9.825869,5,1.0,5,1.0,0,0.0,moderate
QFT,regime_switch,stall_medium,near_saturation,mixed,W8_M8_F8,10,17.632562,10,1.0,10,1.0,0,0.0,moderate
QFT,regime_switch,stall_medium,underutilized,l1_l1,W8_M8_F4,5,11.575577,5,1.0,5,1.0,0,0.0,moderate
QFT,regime_switch,stall_medium,underutilized,l2_l2,W8_M8_F4,4,6.739468,4,1.0,4,1.0,0,0.0,moderate
QFT,regime_switch,stall_medium,underutilized,mixed,W8_M8_F4,10,21.725225,10,1.0,10,1.0,10,1.0,strong
QFT,regime_switch_refined,stall_high,active,l1_l1,W8_M8_F8,5,50.931674,5,1.0,5,1.0,5,1.0,strong
QFT,regime_switch_refined,stall_high,near_saturation,l2_l2,W8_M8_F8,4,23.845193,4,1.0,4,1.0,4,1.0,strong
QFT,regime_switch_refined,stall_high,underutilized,l2_l2,W8_M8_F4,5,35.872997,5,1.0,5,1.0,5,1.0,strong
QFT,regime_switch_refined,stall_high,underutilized,l2_l2,W8_M8_F8,5,147.169826,5,1.0,5,1.0,5,1.0,strong
QFT,regime_switch_refined,stall_high,underutilized,mixed,W8_M8_F8,10,95.757585,10,1.0,10,1.0,10,1.0,strong
QFT,regime_switch_refined,stall_low,underutilized,l1_l1,W8_M8_F4,6,2.066381,6,1.0,1,0.166667,0,0.0,weak
QFT,regime_switch_refined,stall_low,underutilized,l2_l2,W8_M8_F4,1,6.741565,1,1.0,1,1.0,0,0.0,moderate
QFT,regime_switch_refined,stall_low,underutilized,mixed,W8_M8_F4,10,4.066306,10,1.0,0,0.0,0,0.0,weak
QFT,regime_switch_refined,stall_medium,near_saturation,l1_l1,W8_M8_F8,5,9.825869,5,1.0,5,1.0,0,0.0,moderate
QFT,regime_switch_refined,stall_medium,near_saturation,l2_l2,W8_M8_F8,1,23.845193,1,1.0,1,1.0,1,1.0,strong
QFT,regime_switch_refined,stall_medium,near_saturation,mixed,W8_M8_F8,10,16.109082,10,1.0,10,1.0,0,0.0,moderate
QFT,regime_switch_refined,stall_medium,underutilized,l1_l1,W8_M8_F4,4,11.414796,4,1.0,4,1.0,0,0.0,moderate
QFT,regime_switch_refined,stall_medium,underutilized,l2_l2,W8_M8_F4,4,6.739468,4,1.0,4,1.0,0,0.0,moderate
QFT,regime_switch_refined,stall_medium,underutilized,mixed,W8_M8_F4,10,21.725225,10,1.0,10,1.0,10,1.0,strong
QFT,shifted_critical,stall_high,active,l1_l1,W8_M8_F8,5,51.282053,5,1.0,5,1.0,5,1.0,strong
QFT,shifted_critical,stall_high,underutilized,l2_l2,W8_M8_F4,5,35.555547,5,1.0,5,1.0,5,1.0,strong
QFT,shifted_critical,stall_high,underutilized,l2_l2,W8_M8_F8,5,146.540902,5,1.0,5,1.0,5,1.0,strong
QFT,shifted_critical,stall_high,underutilized,mixed,W8_M8_F8,10,100.0,10,1.0,10,1.0,10,1.0,strong
QFT,shifted_critical,stall_low,near_saturation,l1_l1,W8_M8_F8,5,7.759702,5,1.0,5,1.0,0,0.0,moderate
QFT,shifted_critical,stall_low,underutilized,l1_l1,W8_M8_F4,6,2.066381,6,1.0,1,0.166667,0,0.0,weak
QFT,shifted_critical,stall_low,underutilized,l2_l2,W8_M8_F4,1,6.741565,1,1.0,1,1.0,0,0.0,moderate
QFT,shifted_critical,stall_low,underutilized,mixed,W8_M8_F4,10,4.065049,10,1.0,0,0.0,0,0.0,weak
QFT,shifted_critical,stall_medium,near_saturation,l2_l2,W8_M8_F8,5,23.845193,5,1.0,5,1.0,5,1.0,strong
QFT,shifted_critical,stall_medium,near_saturation,mixed,W8_M8_F8,10,14.750008,10,1.0,10,1.0,0,0.0,moderate
